
Detailed
 ==================== 
Variable,Value,Unit,Category,Channel,Collection,Depth,Distance,Level,Radius,ReferenceFrame,Time,Type,FilamentID,ID,
Filament Spine Area (sum),1.90606,um^2,Filament,,,,,,,,1,,,100000027,
Filament Spine Area (sum),0.625307,um^2,Filament,,,,,,,,1,,,100000028,
Filament Spine Area (sum),1.31659,um^2,Filament,,,,,,,,1,,,100000029,
Filament Spine Area (sum),0.668383,um^2,Filament,,,,,,,,1,,,100000030,
Filament Spine Area (sum),1.81005,um^2,Filament,,,,,,,,1,,,100000031,
Filament Spine Area (sum),1.40188,um^2,Filament,,,,,,,,1,,,100000032,
Filament Spine Length (sum),0,um,Filament,,,,,,,,1,,,100000000,
Filament Spine Length (sum),2.87328,um,Filament,,,,,,,,1,,,100000001,
Filament Spine Length (sum),1.33709,um,Filament,,,,,,,,1,,,100000002,
Filament Spine Length (sum),1.19549,um,Filament,,,,,,,,1,,,100000003,
Filament Spine Length (sum),1.05668,um,Filament,,,,,,,,1,,,100000004,
Filament Spine Length (sum),1.10231,um,Filament,,,,,,,,1,,,100000005,
Filament Spine Length (sum),1.07087,um,Filament,,,,,,,,1,,,100000006,
Filament Spine Length (sum),3.34605,um,Filament,,,,,,,,1,,,100000007,
Filament Spine Length (sum),1.21565,um,Filament,,,,,,,,1,,,100000008,
Filament Spine Length (sum),2.36949,um,Filament,,,,,,,,1,,,100000009,
Filament Spine Length (sum),1.04606,um,Filament,,,,,,,,1,,,100000010,
Filament Spine Length (sum),4.0753,um,Filament,,,,,,,,1,,,100000011,
Filament Spine Length (sum),1.08125,um,Filament,,,,,,,,1,,,100000012,
Filament Spine Length (sum),5.29492,um,Filament,,,,,,,,1,,,100000013,
Filament Spine Length (sum),1.23228,um,Filament,,,,,,,,1,,,100000014,
Filament Spine Length (sum),3.97335,um,Filament,,,,,,,,1,,,100000015,
Filament Spine Length (sum),1.10052,um,Filament,,,,,,,,1,,,100000016,
Filament Spine Length (sum),2.09876,um,Filament,,,,,,,,1,,,100000017,
Filament Spine Length (sum),1.20097,um,Filament,,,,,,,,1,,,100000018,
Filament Spine Length (sum),1.41536,um,Filament,,,,,,,,1,,,100000019,
Filament Spine Length (sum),1.28448,um,Filament,,,,,,,,1,,,100000020,
Filament Spine Length (sum),1.0861,um,Filament,,,,,,,,1,,,100000021,
Filament Spine Length (sum),1.02641,um,Filament,,,,,,,,1,,,100000022,
Filament Spine Length (sum),1.9839,um,Filament,,,,,,,,1,,,100000023,
Filament Spine Length (sum),1.19988,um,Filament,,,,,,,,1,,,100000024,
Filament Spine Length (sum),3.97671,um,Filament,,,,,,,,1,,,100000025,
Filament Spine Length (sum),1.33069,um,Filament,,,,,,,,1,,,100000026,
Filament Spine Length (sum),3.20576,um,Filament,,,,,,,,1,,,100000027,
Filament Spine Length (sum),1.05169,um,Filament,,,,,,,,1,,,100000028,
Filament Spine Length (sum),2.21434,um,Filament,,,,,,,,1,,,100000029,
Filament Spine Length (sum),1.12414,um,Filament,,,,,,,,1,,,100000030,
Filament Spine Length (sum),3.04429,um,Filament,,,,,,,,1,,,100000031,
Filament Spine Length (sum),2.35779,um,Filament,,,,,,,,1,,,100000032,
Filament Spine Volume (sum),0,um^3,Filament,,,,,,,,1,,,100000000,
Filament Spine Volume (sum),0.0799439,um^3,Filament,,,,,,,,1,,,100000001,
Filament Spine Volume (sum),0.0367276,um^3,Filament,,,,,,,,1,,,100000002,
Filament Spine Volume (sum),0.0327441,um^3,Filament,,,,,,,,1,,,100000003,
Filament Spine Volume (sum),0.028839,um^3,Filament,,,,,,,,1,,,100000004,
Filament Spine Volume (sum),0.0301227,um^3,Filament,,,,,,,,1,,,100000005,
Filament Spine Volume (sum),0.0292385,um^3,Filament,,,,,,,,1,,,100000006,
Filament Spine Volume (sum),0.0932436,um^3,Filament,,,,,,,,1,,,100000007,
Filament Spine Volume (sum),0.0333113,um^3,Filament,,,,,,,,1,,,100000008,
Filament Spine Volume (sum),0.0657712,um^3,Filament,,,,,,,,1,,,100000009,
Filament Spine Volume (sum),0.0285403,um^3,Filament,,,,,,,,1,,,100000010,
Filament Spine Volume (sum),0.113759,um^3,Filament,,,,,,,,1,,,100000011,
Filament Spine Volume (sum),0.0295304,um^3,Filament,,,,,,,,1,,,100000012,
Filament Spine Volume (sum),0.148069,um^3,Filament,,,,,,,,1,,,100000013,
Filament Spine Volume (sum),0.0337792,um^3,Filament,,,,,,,,1,,,100000014,
Filament Spine Volume (sum),0.110891,um^3,Filament,,,,,,,,1,,,100000015,
Filament Spine Volume (sum),0.0300724,um^3,Filament,,,,,,,,1,,,100000016,
Filament Spine Volume (sum),0.058155,um^3,Filament,,,,,,,,1,,,100000017,
Filament Spine Volume (sum),0.0328983,um^3,Filament,,,,,,,,1,,,100000018,
Filament Spine Volume (sum),0.0389296,um^3,Filament,,,,,,,,1,,,100000019,
Filament Spine Volume (sum),0.0352476,um^3,Filament,,,,,,,,1,,,100000020,
Filament Spine Volume (sum),0.0296668,um^3,Filament,,,,,,,,1,,,100000021,
Filament Spine Volume (sum),0.0279875,um^3,Filament,,,,,,,,1,,,100000022,
Filament Spine Volume (sum),0.0549236,um^3,Filament,,,,,,,,1,,,100000023,
Filament Spine Volume (sum),0.0328676,um^3,Filament,,,,,,,,1,,,100000024,
Filament Spine Volume (sum),0.110985,um^3,Filament,,,,,,,,1,,,100000025,
Filament Spine Volume (sum),0.0365476,um^3,Filament,,,,,,,,1,,,100000026,
Filament Spine Volume (sum),0.0892972,um^3,Filament,,,,,,,,1,,,100000027,
Filament Spine Volume (sum),0.0286988,um^3,Filament,,,,,,,,1,,,100000028,
Filament Spine Volume (sum),0.0614063,um^3,Filament,,,,,,,,1,,,100000029,
Filament Spine Volume (sum),0.0307369,um^3,Filament,,,,,,,,1,,,100000030,
Filament Spine Volume (sum),0.0847546,um^3,Filament,,,,,,,,1,,,100000031,
Filament Spine Volume (sum),0.0654419,um^3,Filament,,,,,,,,1,,,100000032,
Filament Time,0,s,Filament,,,,,,,,1,,,100000000,
Filament Time,0,s,Filament,,,,,,,,1,,,100000001,
Filament Time,0,s,Filament,,,,,,,,1,,,100000002,
Filament Time,0,s,Filament,,,,,,,,1,,,100000003,
Filament Time,0,s,Filament,,,,,,,,1,,,100000004,
Filament Time,0,s,Filament,,,,,,,,1,,,100000005,
Filament Time,0,s,Filament,,,,,,,,1,,,100000006,
Filament Time,0,s,Filament,,,,,,,,1,,,100000007,
Filament Time,0,s,Filament,,,,,,,,1,,,100000008,
Filament Time,0,s,Filament,,,,,,,,1,,,100000009,
Filament Time,0,s,Filament,,,,,,,,1,,,100000010,
Filament Time,0,s,Filament,,,,,,,,1,,,100000011,
Filament Time,0,s,Filament,,,,,,,,1,,,100000012,
Filament Time,0,s,Filament,,,,,,,,1,,,100000013,
Filament Time,0,s,Filament,,,,,,,,1,,,100000014,
Filament Time,0,s,Filament,,,,,,,,1,,,100000015,
Filament Time,0,s,Filament,,,,,,,,1,,,100000016,
Filament Time,0,s,Filament,,,,,,,,1,,,100000017,
Filament Time,0,s,Filament,,,,,,,,1,,,100000018,
Filament Time,0,s,Filament,,,,,,,,1,,,100000019,
Filament Time,0,s,Filament,,,,,,,,1,,,100000020,
Filament Time,0,s,Filament,,,,,,,,1,,,100000021,
Filament Time,0,s,Filament,,,,,,,,1,,,100000022,
Filament Time,0,s,Filament,,,,,,,,1,,,100000023,
Filament Time,0,s,Filament,,,,,,,,1,,,100000024,
Filament Time,0,s,Filament,,,,,,,,1,,,100000025,
Filament Time,0,s,Filament,,,,,,,,1,,,100000026,
Filament Time,0,s,Filament,,,,,,,,1,,,100000027,
Filament Time,0,s,Filament,,,,,,,,1,,,100000028,
Filament Time,0,s,Filament,,,,,,,,1,,,100000029,
Filament Time,0,s,Filament,,,,,,,,1,,,100000030,
Filament Time,0,s,Filament,,,,,,,,1,,,100000031,
Filament Time,0,s,Filament,,,,,,,,1,,,100000032,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000000,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000001,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000002,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000003,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000004,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000005,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000006,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000007,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000008,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000009,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000010,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000011,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000012,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000013,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000014,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000015,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000016,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000017,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000018,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000019,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000020,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000021,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000022,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000023,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000024,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000025,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000026,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000027,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000028,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000029,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000030,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000031,
Filament Time Index,1,,Filament,,,,,,,,1,,,100000032,
Filament Volume (sum),9.4044,um^3,Filament,,,,,,,,1,,,100000000,
Filament Volume (sum),0.0799439,um^3,Filament,,,,,,,,1,,,100000001,
Filament Volume (sum),0.0367276,um^3,Filament,,,,,,,,1,,,100000002,
Filament Volume (sum),0.0327441,um^3,Filament,,,,,,,,1,,,100000003,
Filament Volume (sum),0.028839,um^3,Filament,,,,,,,,1,,,100000004,
Filament Volume (sum),0.0301227,um^3,Filament,,,,,,,,1,,,100000005,
Filament Volume (sum),0.0292385,um^3,Filament,,,,,,,,1,,,100000006,
Filament Volume (sum),0.0932436,um^3,Filament,,,,,,,,1,,,100000007,
Filament Volume (sum),0.0333113,um^3,Filament,,,,,,,,1,,,100000008,
Filament Volume (sum),0.0657712,um^3,Filament,,,,,,,,1,,,100000009,
Filament Volume (sum),0.0285403,um^3,Filament,,,,,,,,1,,,100000010,
Filament Volume (sum),0.113759,um^3,Filament,,,,,,,,1,,,100000011,
Filament Volume (sum),0.0295304,um^3,Filament,,,,,,,,1,,,100000012,
Filament Volume (sum),0.148069,um^3,Filament,,,,,,,,1,,,100000013,
Filament Volume (sum),0.0337792,um^3,Filament,,,,,,,,1,,,100000014,
Filament Volume (sum),0.110891,um^3,Filament,,,,,,,,1,,,100000015,
Filament Volume (sum),0.0300724,um^3,Filament,,,,,,,,1,,,100000016,
Filament Volume (sum),0.058155,um^3,Filament,,,,,,,,1,,,100000017,
Filament Volume (sum),0.0328983,um^3,Filament,,,,,,,,1,,,100000018,
Filament Volume (sum),0.0389296,um^3,Filament,,,,,,,,1,,,100000019,
Filament Volume (sum),0.0352476,um^3,Filament,,,,,,,,1,,,100000020,
Filament Volume (sum),0.0296668,um^3,Filament,,,,,,,,1,,,100000021,
Filament Volume (sum),0.0279875,um^3,Filament,,,,,,,,1,,,100000022,
Filament Volume (sum),0.0549236,um^3,Filament,,,,,,,,1,,,100000023,
Filament Volume (sum),0.0328676,um^3,Filament,,,,,,,,1,,,100000024,
Filament Volume (sum),0.110985,um^3,Filament,,,,,,,,1,,,100000025,
Filament Volume (sum),0.0365476,um^3,Filament,,,,,,,,1,,,100000026,
Filament Volume (sum),0.0892972,um^3,Filament,,,,,,,,1,,,100000027,
Filament Volume (sum),0.0286988,um^3,Filament,,,,,,,,1,,,100000028,
Filament Volume (sum),0.0614063,um^3,Filament,,,,,,,,1,,,100000029,
Filament Volume (sum),0.0307369,um^3,Filament,,,,,,,,1,,,100000030,
Filament Volume (sum),0.0847546,um^3,Filament,,,,,,,,1,,,100000031,
Filament Volume (sum),0.0654419,um^3,Filament,,,,,,,,1,,,100000032,
Pt Distance from Origin,31.9874,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000000,800000000,
Pt Distance from Origin,24.4193,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Terminal,100000000,800000001,
Pt Distance from Origin,25.0898,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000001,800000002,
Pt Distance from Origin,27.5434,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,100000001,800000003,
Pt Distance from Origin,26.6242,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000002,800000004,
Pt Distance from Origin,27.6507,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,100000002,800000005,
Pt Distance from Origin,26.4117,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000003,800000006,
Pt Distance from Origin,27.4739,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,100000003,800000007,
Pt Distance from Origin,27.5277,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000004,800000008,
Pt Distance from Origin,27.184,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,100000004,800000009,
Pt Distance from Origin,26.1708,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000005,800000010,
Pt Distance from Origin,27.1319,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,100000005,800000011,
Pt Distance from Origin,27.2912,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000006,800000012,
Pt Distance from Origin,27.4028,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,100000006,800000013,
Pt Distance from Origin,25.9422,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000007,800000014,
Pt Distance from Origin,28.8475,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,100000007,800000015,
Pt Distance from Origin,28.5597,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000008,800000016,
Pt Distance from Origin,28.6818,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,100000008,800000017,
Pt Distance from Origin,25.623,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000009,800000018,
Pt Distance from Origin,27.839,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,100000009,800000019,
Pt Distance from Origin,27.281,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000010,800000020,
Pt Distance from Origin,27.0447,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,100000010,800000021,
Pt Distance from Origin,25.2165,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000011,800000022,
Pt Distance from Origin,27.3876,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,100000011,800000023,
Pt Distance from Origin,26.4042,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000012,800000024,
Pt Distance from Origin,27.1162,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,100000012,800000025,
Pt Distance from Origin,26.104,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000013,800000026,
Pt Distance from Origin,30.834,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,100000013,800000027,
Pt Distance from Origin,29.5132,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000014,800000028,
Pt Distance from Origin,29.9355,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,100000014,800000029,
Pt Distance from Origin,25.8431,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000015,800000030,
Pt Distance from Origin,22.9701,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,100000015,800000031,
Pt Distance from Origin,23.2265,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000016,800000032,
Pt Distance from Origin,23.6751,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,100000016,800000033,
Pt Distance from Origin,25.1929,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000017,800000034,
Pt Distance from Origin,23.2838,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,100000017,800000035,
Pt Distance from Origin,22.7823,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000018,800000036,
Pt Distance from Origin,23.6398,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,100000018,800000037,
Pt Distance from Origin,24.7906,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000019,800000038,
Pt Distance from Origin,23.3998,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,100000019,800000039,
Pt Distance from Origin,24.0456,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000020,800000040,
Pt Distance from Origin,23.8573,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,100000020,800000041,
Pt Distance from Origin,25.3898,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000021,800000042,
Pt Distance from Origin,24.6903,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,100000021,800000043,
Pt Distance from Origin,24.068,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000022,800000044,
Pt Distance from Origin,24.6407,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,100000022,800000045,
Pt Distance from Origin,24.7052,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000023,800000046,
Pt Distance from Origin,22.8748,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,100000023,800000047,
Pt Distance from Origin,23.1432,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000024,800000048,
Pt Distance from Origin,23.48,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,100000024,800000049,
Pt Distance from Origin,26.7287,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000025,800000050,
Pt Distance from Origin,29.6719,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,100000025,800000051,
Pt Distance from Origin,29.2068,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000026,800000052,
Pt Distance from Origin,29.4763,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,100000026,800000053,
Pt Distance from Origin,28.0104,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000027,800000054,
Pt Distance from Origin,28.1504,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,100000027,800000055,
Pt Distance from Origin,28.6957,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000028,800000056,
Pt Distance from Origin,27.8141,um,Point,,Pt Distance from Origin,0,,,,,1,Spine Terminal,100000028,800000057,
Pt Distance from Origin,27.1253,um,Point,,Pt Distance from Origin,0,,,,,1,Dendrite Beginning,100000029,800000058,
